Body Type,Sex,How Often Shower,Heating Energy Source,Social Activity,How Long TV PC Daily Hour,Energy efficiency,Transport,Vehicle Type,Vehicle Monthly Distance Km,Frequency of Traveling by Air,Industry_Sector,Diet,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,How Long Internet Daily Hour,Individual_Component,Transport_Component,Industry_Component,Scope3_Component,Unified_Target
underweight,female,daily,coal,sometimes,3,No,public,none,1584,never,Cement Production,omnivore,extra large,1,14,15,156,0.0,64722.400701292994,200,65078.400701292994
overweight,male,more frequently,electricity,never,2,Yes,public,none,1887,never,Logistics,pescatarian,medium,3,15,5,124,0.0,64706.229153879875,195,65025.229153879875
normal,male,twice a day,electricity,never,12,Sometimes,walk/bicycle,none,30,rarely,Automotive Industry,vegan,extra large,4,7,22,144,0.0,64808.56370013151,137,65089.56370013151
obese,male,more frequently,wood,never,24,Sometimes,private,lpg,7506,frequently,Automotive Industry,pescatarian,extra large,5,36,15,228,2064.839740540541,64808.56370013151,340,67441.40344067205
underweight,female,less frequently,wood,sometimes,7,No,public,none,719,very frequently,Steel Manufacturing,omnivore,small,3,0,9,134,0.0,64683.60898531668,154,64971.60898531668
obese,male,daily,natural gas,never,18,Sometimes,private,electric,2671,rarely,Logistics,vegetarian,extra large,2,37,8,176,0.0,64706.229153879875,273,65155.229153879875
obese,male,less frequently,electricity,sometimes,24,Sometimes,walk/bicycle,none,89,rarely,Logistics,vegan,small,3,35,6,168,0.0,64706.229153879875,246,65120.229153879875
obese,female,more frequently,coal,sometimes,22,Yes,public,none,401,rarely,Cement Production,vegan,large,6,19,12,244,0.0,64722.400701292994,217,65183.400701292994
normal,male,more frequently,wood,often,3,No,walk/bicycle,none,58,very frequently,Logistics,vegetarian,small,4,28,13,156,0.0,64706.229153879875,263,65125.229153879875
normal,female,twice a day,coal,often,6,No,walk/bicycle,none,56,very frequently,Logistics,omnivore,small,4,26,24,192,0.0,64706.229153879875,314,65212.229153879875
normal,female,daily,wood,often,5,No,walk/bicycle,none,7,never,Steel Manufacturing,pescatarian,small,4,34,5,150,0.0,64683.60898531668,305,65138.60898531668
underweight,female,twice a day,electricity,sometimes,4,No,private,diesel,2570,rarely,Logistics,vegetarian,small,4,22,12,118,610.4998285714286,64706.229153879875,232,65666.72898245131
underweight,male,daily,natural gas,sometimes,3,No,public,none,900,very frequently,Automotive Industry,vegan,extra large,3,21,8,106,0.0,64808.56370013151,178,65092.56370013151
underweight,male,less frequently,coal,often,18,No,private,hybrid,3439,rarely,Steel Manufacturing,omnivore,small,1,45,9,176,515.85,64683.60898531668,349,65724.45898531668
obese,female,twice a day,natural gas,sometimes,24,No,walk/bicycle,none,2,very frequently,Steel Manufacturing,pescatarian,large,2,50,10,208,0.0,64683.60898531668,360,65251.60898531668
normal,male,daily,electricity,sometimes,24,Yes,public,none,1492,never,Cement Production,omnivore,medium,6,11,13,148,0.0,64722.400701292994,258,65128.400701292994
normal,female,twice a day,natural gas,often,21,No,public,none,39,very frequently,Logistics,vegetarian,medium,3,45,12,172,0.0,64706.229153879875,332,65210.229153879875
underweight,female,less frequently,natural gas,often,4,Sometimes,walk/bicycle,none,30,rarely,Cement Production,omnivore,large,7,41,0,98,0.0,64722.400701292994,410,65230.400701292994
underweight,male,daily,wood,never,20,Yes,private,hybrid,4799,frequently,Automotive Industry,pescatarian,extra large,1,0,23,170,719.85,64808.56370013151,108,65806.41370013151
overweight,male,less frequently,electricity,sometimes,16,Sometimes,walk/bicycle,none,51,rarely,Steel Manufacturing,omnivore,medium,3,47,11,132,0.0,64683.60898531668,391,65206.60898531668
overweight,male,daily,electricity,never,11,No,walk/bicycle,none,38,rarely,Steel Manufacturing,pescatarian,medium,7,8,10,132,0.0,64683.60898531668,225,65040.60898531668
overweight,male,less frequently,coal,never,12,No,public,none,919,never,Steel Manufacturing,pescatarian,small,1,49,3,184,0.0,64683.60898531668,333,65200.60898531668
normal,male,twice a day,wood,never,17,Sometimes,walk/bicycle,none,53,never,Automotive Industry,pescatarian,large,1,34,3,194,0.0,64808.56370013151,258,65260.56370013151
overweight,female,less frequently,electricity,sometimes,19,Sometimes,public,none,1324,rarely,Automotive Industry,vegan,extra large,6,49,5,138,0.0,64808.56370013151,360,65306.56370013151
obese,female,twice a day,wood,never,19,Sometimes,public,none,988,never,Cement Production,omnivore,large,5,43,19,228,0.0,64722.400701292994,409,65359.400701292994
underweight,male,less frequently,coal,sometimes,1,Yes,walk/bicycle,none,33,frequently,Cement Production,vegetarian,large,4,47,14,142,0.0,64722.400701292994,359,65223.400701292994
normal,male,less frequently,coal,never,3,No,public,none,303,very frequently,Cement Production,vegetarian,medium,4,13,4,156,0.0,64722.400701292994,179,65057.400701292994
overweight,female,twice a day,wood,often,1,No,walk/bicycle,none,74,very frequently,Logistics,vegan,extra large,7,10,4,172,0.0,64706.229153879875,179,65057.229153879875
overweight,female,daily,electricity,often,21,Sometimes,private,electric,8747,rarely,Steel Manufacturing,omnivore,extra large,5,10,19,152,0.0,64683.60898531668,244,65079.60898531668
overweight,female,daily,wood,sometimes,22,Yes,public,none,1146,never,Steel Manufacturing,omnivore,medium,4,13,10,194,0.0,64683.60898531668,235,65112.60898531668
normal,male,more frequently,natural gas,sometimes,22,Yes,private,electric,71,very frequently,Cement Production,vegan,medium,5,31,8,164,0.0,64722.400701292994,258,65144.400701292994
overweight,female,twice a day,wood,sometimes,18,No,private,electric,2289,never,Steel Manufacturing,vegetarian,large,7,11,17,206,0.0,64683.60898531668,227,65116.60898531668
overweight,female,less frequently,electricity,sometimes,23,No,public,none,259,never,Cement Production,omnivore,extra large,3,48,11,146,0.0,64722.400701292994,396,65264.400701292994
overweight,female,less frequently,coal,never,3,Sometimes,public,none,919,never,Logistics,pescatarian,small,7,24,15,166,0.0,64706.229153879875,310,65182.229153879875
normal,female,more frequently,electricity,sometimes,3,Sometimes,walk/bicycle,none,53,never,Logistics,vegan,small,6,0,0,116,0.0,64706.229153879875,110,64932.229153879875
underweight,male,less frequently,electricity,often,19,Yes,private,electric,4630,very frequently,Automotive Industry,vegetarian,large,5,22,1,118,0.0,64808.56370013151,236,65162.56370013151
overweight,male,more frequently,wood,never,6,Sometimes,private,hybrid,8182,very frequently,Logistics,pescatarian,large,1,8,15,172,1227.3,64706.229153879875,140,66245.52915387988
normal,male,daily,electricity,never,21,Sometimes,public,none,1185,frequently,Cement Production,omnivore,medium,4,33,6,142,0.0,64722.400701292994,331,65195.400701292994
obese,female,daily,wood,sometimes,18,Yes,public,none,1465,frequently,Logistics,omnivore,large,3,3,20,206,0.0,64706.229153879875,180,65092.229153879875
normal,male,less frequently,coal,sometimes,9,No,private,diesel,85,frequently,Automotive Industry,vegan,extra large,2,9,5,168,20.19162857142857,64808.56370013151,100,65096.75532870294
underweight,female,twice a day,wood,often,6,No,private,petrol,54,rarely,Steel Manufacturing,omnivore,large,7,4,21,162,12.69644377233984,64683.60898531668,246,65104.305429089014
underweight,male,twice a day,coal,never,2,Yes,walk/bicycle,none,21,frequently,Cement Production,pescatarian,large,4,35,15,174,0.0,64722.400701292994,320,65216.400701292994
obese,female,less frequently,electricity,sometimes,24,Yes,private,electric,1552,rarely,Steel Manufacturing,vegan,small,1,46,24,168,0.0,64683.60898531668,289,65140.60898531668
normal,female,more frequently,electricity,never,1,Sometimes,public,none,406,rarely,Automotive Industry,vegan,extra large,7,20,6,112,0.0,64808.56370013151,231,65151.56370013151
overweight,female,less frequently,coal,often,4,Yes,public,none,1663,rarely,Automotive Industry,vegetarian,extra large,6,26,6,168,0.0,64808.56370013151,276,65252.56370013151
underweight,male,daily,coal,never,20,Yes,public,none,1420,never,Automotive Industry,omnivore,medium,3,46,17,190,0.0,64808.56370013151,392,65390.56370013151
normal,male,less frequently,natural gas,sometimes,22,Sometimes,private,electric,9489,frequently,Steel Manufacturing,omnivore,small,5,1,9,144,0.0,64683.60898531668,189,65016.60898531668
normal,male,daily,coal,sometimes,7,Yes,public,none,920,very frequently,Steel Manufacturing,vegan,extra large,4,33,23,174,0.0,64683.60898531668,268,65125.60898531668
normal,female,less frequently,wood,often,21,No,public,none,1079,frequently,Steel Manufacturing,omnivore,medium,7,20,16,172,0.0,64683.60898531668,321,65176.60898531668
obese,female,twice a day,natural gas,sometimes,9,No,private,petrol,909,rarely,Steel Manufacturing,vegan,small,1,45,22,178,213.72347016772062,64683.60898531668,282,65357.3324554844
obese,female,more frequently,wood,sometimes,0,Yes,public,none,1681,rarely,Automotive Industry,pescatarian,small,1,20,18,180,0.0,64808.56370013151,203,65191.56370013151
obese,male,daily,natural gas,often,2,Yes,public,none,1059,rarely,Automotive Industry,pescatarian,large,2,16,15,144,0.0,64808.56370013151,195,65147.56370013151
normal,male,more frequently,wood,often,6,No,public,none,1810,rarely,Cement Production,vegan,large,7,20,6,162,0.0,64722.400701292994,231,65115.400701292994
overweight,male,less frequently,wood,never,5,Sometimes,public,none,1209,very frequently,Cement Production,vegetarian,large,6,47,1,150,0.0,64722.400701292994,376,65248.400701292994
normal,male,less frequently,natural gas,sometimes,13,Sometimes,walk/bicycle,none,12,very frequently,Steel Manufacturing,pescatarian,small,6,12,15,126,0.0,64683.60898531668,235,65044.60898531668
overweight,male,more frequently,wood,sometimes,3,Sometimes,private,electric,3182,frequently,Logistics,omnivore,large,7,13,16,166,0.0,64706.229153879875,286,65158.229153879875
overweight,female,more frequently,wood,never,13,No,walk/bicycle,none,65,never,Logistics,vegetarian,small,7,19,19,186,0.0,64706.229153879875,269,65161.229153879875
overweight,male,twice a day,coal,often,10,Yes,walk/bicycle,none,80,rarely,Automotive Industry,pescatarian,small,5,0,19,210,0.0,64808.56370013151,164,65182.56370013151
normal,male,less frequently,wood,sometimes,6,No,private,petrol,837,rarely,Automotive Industry,vegetarian,large,4,22,3,142,196.79487847126754,64808.56370013151,223,65370.358578602776
normal,female,twice a day,coal,sometimes,4,No,walk/bicycle,none,0,never,Automotive Industry,vegetarian,small,2,36,23,188,0.0,64808.56370013151,283,65279.56370013151
normal,male,less frequently,natural gas,sometimes,14,Sometimes,private,petrol,2317,never,Cement Production,vegetarian,extra large,3,11,16,128,544.7714855650261,64722.400701292994,166,65561.17218685802
underweight,male,more frequently,electricity,sometimes,13,No,walk/bicycle,none,25,rarely,Cement Production,vegan,large,4,45,2,126,0.0,64722.400701292994,307,65155.400701292994
obese,female,more frequently,natural gas,sometimes,2,Yes,walk/bicycle,none,26,frequently,Automotive Industry,omnivore,extra large,4,20,6,154,0.0,64808.56370013151,266,65228.56370013151
overweight,female,daily,natural gas,often,7,Sometimes,walk/bicycle,none,47,very frequently,Automotive Industry,vegetarian,small,3,43,10,134,0.0,64808.56370013151,320,65262.56370013151
normal,female,more frequently,natural gas,often,10,Yes,walk/bicycle,none,73,rarely,Automotive Industry,vegetarian,medium,7,22,17,140,0.0,64808.56370013151,282,65230.56370013151
underweight,female,more frequently,electricity,often,13,Yes,private,electric,5898,rarely,Logistics,vegetarian,medium,3,43,5,126,0.0,64706.229153879875,315,65147.229153879875
underweight,female,more frequently,coal,often,9,Yes,private,lpg,7691,rarely,Cement Production,omnivore,extra large,1,5,3,178,2115.7317405405406,64722.400701292994,143,67159.13244183353
normal,female,daily,wood,never,9,No,walk/bicycle,none,44,frequently,Logistics,vegan,small,7,43,7,158,0.0,64706.229153879875,347,65211.229153879875
normal,male,more frequently,natural gas,never,19,No,private,hybrid,4881,never,Logistics,pescatarian,large,7,5,21,158,732.15,64706.229153879875,221,65817.37915387987
normal,female,twice a day,coal,often,18,Sometimes,walk/bicycle,none,78,rarely,Automotive Industry,vegan,medium,4,17,15,216,0.0,64808.56370013151,180,65204.56370013151
overweight,male,twice a day,coal,never,20,Sometimes,public,none,1257,rarely,Automotive Industry,vegan,large,2,43,5,230,0.0,64808.56370013151,270,65308.56370013151
normal,female,daily,natural gas,sometimes,7,Yes,private,electric,3010,rarely,Steel Manufacturing,vegetarian,large,7,48,12,124,0.0,64683.60898531668,407,65214.60898531668
overweight,female,more frequently,electricity,never,2,Yes,public,none,542,frequently,Steel Manufacturing,vegetarian,large,6,13,12,124,0.0,64683.60898531668,217,65024.60898531668
overweight,male,daily,natural gas,never,6,Yes,public,none,19,very frequently,Logistics,vegan,medium,4,34,5,132,0.0,64706.229153879875,255,65093.229153879875
obese,male,less frequently,wood,sometimes,20,Yes,private,electric,5119,never,Cement Production,vegetarian,medium,5,26,19,200,0.0,64722.400701292994,274,65196.400701292994
overweight,male,more frequently,coal,never,17,No,public,none,1553,rarely,Automotive Industry,pescatarian,medium,5,39,1,214,0.0,64808.56370013151,341,65363.56370013151
underweight,female,twice a day,electricity,sometimes,24,Yes,walk/bicycle,none,91,never,Automotive Industry,vegan,small,4,20,21,158,0.0,64808.56370013151,201,65167.56370013151
obese,male,more frequently,wood,sometimes,8,No,walk/bicycle,none,34,frequently,Logistics,vegan,medium,6,31,13,196,0.0,64706.229153879875,278,65180.229153879875
obese,male,daily,natural gas,often,11,Yes,private,hybrid,21,never,Steel Manufacturing,pescatarian,extra large,5,11,5,162,3.15,64683.60898531668,205,65053.75898531668
normal,male,daily,natural gas,often,2,No,walk/bicycle,none,69,very frequently,Cement Production,omnivore,medium,4,16,4,114,0.0,64722.400701292994,244,65080.400701292994
underweight,female,twice a day,wood,never,2,Sometimes,public,none,1961,very frequently,Steel Manufacturing,vegan,extra large,7,47,12,154,0.0,64683.60898531668,372,65209.60898531668
normal,male,more frequently,wood,often,13,Sometimes,walk/bicycle,none,27,never,Steel Manufacturing,pescatarian,large,3,47,8,176,0.0,64683.60898531668,358,65217.60898531668
obese,female,more frequently,electricity,never,8,Yes,public,none,494,very frequently,Steel Manufacturing,omnivore,large,3,37,3,156,0.0,64683.60898531668,333,65172.60898531668
obese,male,more frequently,coal,often,0,Sometimes,walk/bicycle,none,43,never,Steel Manufacturing,vegetarian,small,5,7,2,200,0.0,64683.60898531668,162,65045.60898531668
overweight,male,daily,coal,sometimes,4,Sometimes,public,none,321,very frequently,Automotive Industry,pescatarian,large,3,38,19,178,0.0,64808.56370013151,324,65310.56370013151
underweight,male,twice a day,natural gas,often,23,Sometimes,public,none,84,rarely,Automotive Industry,vegan,medium,5,49,23,166,0.0,64808.56370013151,363,65337.56370013151
underweight,male,daily,wood,sometimes,11,No,walk/bicycle,none,85,never,Steel Manufacturing,vegetarian,large,7,13,3,152,0.0,64683.60898531668,223,65058.60898531668
normal,female,daily,coal,often,20,Sometimes,private,electric,1167,rarely,Cement Production,pescatarian,small,3,37,1,200,0.0,64722.400701292994,301,65223.400701292994
overweight,male,twice a day,wood,often,10,Sometimes,walk/bicycle,none,48,rarely,Logistics,omnivore,extra large,2,3,17,190,0.0,64706.229153879875,162,65058.229153879875
underweight,female,less frequently,natural gas,sometimes,8,Yes,walk/bicycle,none,24,very frequently,Cement Production,vegan,large,1,3,2,106,0.0,64722.400701292994,52,64880.400701292994
overweight,male,twice a day,electricity,never,24,Yes,public,none,253,very frequently,Cement Production,vegetarian,extra large,4,9,12,178,0.0,64722.400701292994,167,65067.400701292994
